Gene / product (bioentity_label)	Gene / product (bioentity_name)	Organism	Type	Source	Synonyms
URS0000EEAF13_9823	Sus scrofa (pig) lncRNA (ENSSSCG00070002781.1)	Sus scrofa	gene_product	RNAcentral	
URS0001955214_9823	Sus scrofa (pig) U6 spliceosomal RNA (ENSSSCG00005036377.1, ENSSSCG00030073976.1, ENSSSCG00040040886.1, ENSSSCG00055026850.1)	Sus scrofa	snRNA	RNAcentral	
URS000196534F_9823	Sus scrofa (pig) U6 spliceosomal RNA (multiple genes)	Sus scrofa	snRNA	RNAcentral	
URS00019608BC_9823	Sus scrofa (pig) lncRNA (ENSSSCG00060012236.1)	Sus scrofa	gene_product	RNAcentral	
URS0000EEC058_9823	Sus scrofa (pig) U6 spliceosomal RNA (ENSSSCG00070012388.1)	Sus scrofa	snRNA	RNAcentral	
URS00019611A4_9823	Sus scrofa (pig) U6 spliceosomal RNA (ENSSSCG00005001204.1)	Sus scrofa	snRNA	RNAcentral	
URS000194B2E7_9823	Sus scrofa (pig) U6 spliceosomal RNA (ENSSSCG00025027774.1, ENSSSCG00035043413.1, ENSSSCG00045017395.1, ENSSSCG00065004991.1)	Sus scrofa	snRNA	RNAcentral	
URS0000EF33F8_9823	Sus scrofa (pig) lncRNA (ENSSSCG00070019776.1)	Sus scrofa	gene_product	RNAcentral	
URS0000633A30_9823	Sus scrofa tRNA-Thr (TGT) (tRNA-Thr-TGT-2-1)	Sus scrofa	tRNA	RNAcentral	
URS0001952842_9823	Sus scrofa (pig) lncRNA (ENSSSCG00065048519.1)	Sus scrofa	gene_product	RNAcentral	
URS0000EF6CF7_9823	Sus scrofa (pig) U6 spliceosomal RNA (multiple genes)	Sus scrofa	snRNA	RNAcentral	
URS000047C79B_9823	Sus scrofa tRNA-Ala (AGC) (tRNA-Ala-AGC-2-1)	Sus scrofa	tRNA	RNAcentral	
URS000059D2BF_9823	Sus scrofa tRNA-Asn (GTT) (tRNA-Asn-GTT-1 1 to 10)	Sus scrofa	tRNA	RNAcentral	
URS0000BC440C_9823	Sus scrofa microRNA mir-187 (MIR187)	Sus scrofa	gene_product	RNAcentral	
URS0000831039_9823	Sus scrofa (pig) 12S ribosomal RNA	Sus scrofa	rRNA	RNAcentral	
URS000194C7DD_9823	Sus scrofa (pig) lncRNA (ENSSSCG00060066211.1)	Sus scrofa	gene_product	RNAcentral	
URS0001966756_9823	Sus scrofa (pig) U6 spliceosomal RNA (ENSSSCG00005000055.1)	Sus scrofa	snRNA	RNAcentral	
