Gene / product (bioentity_label)	Gene / product (bioentity_name)	Organism (taxon_label)	Type	Source	Synonyms
4930573C15Rik	RIKEN cDNA 4930573C15 gene	Mus musculus	lncRNA_gene	MGI	
4930594O21Rik	RIKEN cDNA 4930594O21 gene	Mus musculus	lncRNA_gene	MGI	
4930583P06Rik	RIKEN cDNA 4930583P06 gene	Mus musculus	lncRNA_gene	MGI	
Tlcd4	TLC domain containing 4	Mus musculus	protein_coding_gene	MGI	4930577M16Rik|C730036B01Rik|Tmem56
4930572G02Rik	RIKEN cDNA 4930572G02 gene	Mus musculus	lncRNA_gene	MGI	
4930584F24Rik	RIKEN cDNA 4930584F24 gene	Mus musculus	lncRNA_gene	MGI	
4930570B17Rik	RIKEN cDNA 4930570B17 gene	Mus musculus	lncRNA_gene	MGI	
Qdpr	quinoid dihydropteridine reductase	Mus musculus	protein_coding_gene	MGI	2610008L04Rik
Acacb	acetyl-Coenzyme A carboxylase beta	Mus musculus	protein_coding_gene	MGI	Acc2|Accb
Pygm	muscle glycogen phosphorylase	Mus musculus	protein_coding_gene	MGI	PG
Upb1	ureidopropionase, beta	Mus musculus	protein_coding_gene	MGI	
Tmem132a	transmembrane protein 132A	Mus musculus	protein_coding_gene	MGI	6720481D13Rik|Hspa5bp1
Gtf2ird2	GTF2I repeat domain containing 2	Mus musculus	protein_coding_gene	MGI	1700012P16Rik
Inpp5f	inositol polyphosphate-5-phosphatase F	Mus musculus	protein_coding_gene	MGI	5830435P03Rik|cI-27|SAC2
Ric8a	RIC8 guanine nucleotide exchange factor A	Mus musculus	protein_coding_gene	MGI	Ric8|RIC-8|synembryn
Cwc22	CWC22 spliceosome-associated protein	Mus musculus	protein_coding_gene	MGI	
Vps16	VSP16 CORVET/HOPS core subunit	Mus musculus	protein_coding_gene	MGI	1810074M16Rik
Slc36a3	solute carrier family 36 (proton/amino acid symporter), member 3	Mus musculus	protein_coding_gene	MGI	PAT3|TRAMD2|tramdorin2
4733401D01Rik	RIKEN cDNA 4733401D01 gene	Mus musculus	lncRNA_gene	MGI	
4921508D12Rik	RIKEN cDNA 4921508D12 gene	Mus musculus	lncRNA_gene	MGI	
4921508M14Rik	RIKEN cDNA 4921508M14 gene	Mus musculus	lncRNA_gene	MGI	
Krt28	keratin 28	Mus musculus	protein_coding_gene	MGI	4733401L19Rik
Slc22a16	solute carrier family 22 (organic cation transporter), member 16	Mus musculus	protein_coding_gene	MGI	4921504E14Rik|CT2|FLIPT2|OCT6|OKB1
Gm11027	predicted gene 11027	Mus musculus	protein_coding_gene	MGI	
Dbn1	drebrin 1	Mus musculus	protein_coding_gene	MGI	drebrin A|drebrin E2
Fzd10	frizzled class receptor 10	Mus musculus	protein_coding_gene	MGI	Fz-10
Pcdhb22	protocadherin beta 22	Mus musculus	protein_coding_gene	MGI	PcdhbV|Pcdhb15
Trim44	tripartite motif-containing 44	Mus musculus	protein_coding_gene	MGI	DIPB|Mc7
Nckipsd	NCK interacting protein with SH3 domain	Mus musculus	protein_coding_gene	MGI	AF3P21|DIP1|ORF1|SPIN90|Wasbp|WISH
P2ry12	purinergic receptor P2Y, G-protein coupled 12	Mus musculus	protein_coding_gene	MGI	2900079B22Rik|4921504D23Rik|P2Y12
4921507H08Rik	RIKEN cDNA 4921507H08 gene	Mus musculus	lncRNA_gene	MGI	
4921504E06Rik	RIKEN cDNA 4921504E06 gene	Mus musculus	protein_coding_gene	MGI	
Prss22	protease, serine 22	Mus musculus	protein_coding_gene	MGI	4733401N09Rik|BSSP-4|SP001LA
Spag9	sperm associated antigen 9	Mus musculus	protein_coding_gene	MGI	3110018C07Rik|4733401I23Rik|4831406C20Rik|JIP4|JLP|Mapk8ip4|syd1
4733401A01Rik	RIKEN cDNA 4733401A01 gene	Mus musculus	lncRNA_gene	MGI	
4921504A21Rik	RIKEN cDNA 4921504A21 gene	Mus musculus	lncRNA_gene	MGI	
Krtap31-1	keratin associated protein 31-1	Mus musculus	protein_coding_gene	MGI	4733401H21Rik
Gm11020	predicted gene 11020	Mus musculus	protein_coding_gene	MGI	
Dclk1	doublecortin-like kinase 1	Mus musculus	protein_coding_gene	MGI	1700113D08Rik|2810480F11Rik|Click-I|CPG16|Dcamkl1|Dcl|DCLK
Chil3	chitinase-like 3	Mus musculus	protein_coding_gene	MGI	Chi3l3|Ym1
Pcdhb21	protocadherin beta 21	Mus musculus	protein_coding_gene	MGI	PcdhbU|Pcdhb18
Pcdhb20	protocadherin beta 20	Mus musculus	protein_coding_gene	MGI	PcdhbT|Pcdhb14
Pcdhb19	protocadherin beta 19	Mus musculus	protein_coding_gene	MGI	PcdhbS|Pcdhb11
Pcdhb18	protocadherin beta 18	Mus musculus	protein_coding_gene	MGI	Pcdhb9|PcdhbR
Pcdhb17	protocadherin beta 17	Mus musculus	protein_coding_gene	MGI	PcdhbQ|Pcdhb16
Pcdhb16	protocadherin beta 16	Mus musculus	protein_coding_gene	MGI	Pcdhb8|PcdhbP
Pcdhb15	protocadherin beta 15	Mus musculus	protein_coding_gene	MGI	PcdhbO|Pcdhb7
Chst5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5	Mus musculus	protein_coding_gene	MGI	GST-4|I-GlcNAc6ST
Ccdc93	coiled-coil domain containing 93	Mus musculus	protein_coding_gene	MGI	4633402D15Rik|9230102M16Rik
4633401B06Rik	RIKEN cDNA 4633401B06 gene	Mus musculus	lncRNA_gene	MGI	
Trak2	trafficking protein, kinesin binding 2	Mus musculus	protein_coding_gene	MGI	2900022D04Rik|4733401O11Rik|Als2cr3|CALS-C|GRIF1|GRIF-1|OIP98
4633401L03Rik	RIKEN cDNA 4633401L03 gene	Mus musculus	lncRNA_gene	MGI	
4921504P20Rik	RIKEN cDNA 4921504P20 gene	Mus musculus	lncRNA_gene	MGI	
Hmgxb4	HMG box domain containing 4	Mus musculus	protein_coding_gene	MGI	4733401K04Rik|Hmgb2l1
4921507P07Rik	RIKEN cDNA 4921507P07 gene	Mus musculus	protein_coding_gene	MGI	
Lin7b	lin-7 homolog B, crumbs cell polarity complex component	Mus musculus	protein_coding_gene	MGI	LIN-7B|MALS-2|Veli2
Igkv3-9	immunoglobulin kappa variable 3-9	Mus musculus	gene_segment	MGI	
Igkv3-4	immunoglobulin kappa variable 3-4	Mus musculus	gene_segment	MGI	
Igkv3-5	immunoglobulin kappa chain variable 3-5	Mus musculus	gene_segment	MGI	Gm16774|Igk-V21-5
Igkv3-7	immunoglobulin kappa variable 3-7	Mus musculus	gene_segment	MGI	
Igkv3-1	immunoglobulin kappa variable 3-1	Mus musculus	gene_segment	MGI	V(kappa)21G
Igkv3-2	immunoglobulin kappa variable 3-2	Mus musculus	gene_segment	MGI	V(kappa)21A
Ccdc78	coiled-coil domain containing 78	Mus musculus	protein_coding_gene	MGI	LOC381077|LOC381146
Prickle4	prickle planar cell polarity protein 4	Mus musculus	protein_coding_gene	MGI	LOC381104
Pcdhb13	protocadherin beta 13	Mus musculus	protein_coding_gene	MGI	Pcdbh6|PcdhbM
Pcdhb12	protocadherin beta 12	Mus musculus	protein_coding_gene	MGI	PcdhbL|Pcdhb5F|Pcdh3
Pcdhb11	protocadherin beta 11	Mus musculus	protein_coding_gene	MGI	PcdhbK|Pcdhb5E
Pcdhb10	protocadherin beta 10	Mus musculus	protein_coding_gene	MGI	PcdhbJ|Pcdhb5D
Pcdhb9	protocadherin beta 9	Mus musculus	protein_coding_gene	MGI	PcdhbI|Pcdhb4C
Pcdhb8	protocadherin beta 8	Mus musculus	protein_coding_gene	MGI	Pcdhb5C|PcdhbH
Pcdhb7	protocadherin beta 7	Mus musculus	protein_coding_gene	MGI	PcdhbG|Pcdhb4B
Pcdhb6	protocadherin beta 6	Mus musculus	protein_coding_gene	MGI	Pcdhb5B|PcdhbF
4633402D09Rik	RIKEN cDNA 4633402D09 gene	Mus musculus	lncRNA_gene	MGI	
Rpusd2	RNA pseudouridylate synthase domain containing 2	Mus musculus	protein_coding_gene	MGI	4921503C21Rik|BB231107
4921506L19Rik	RIKEN cDNA 4921506L19 gene	Mus musculus	lncRNA_gene	MGI	
Gm11008	predicted gene 11008	Mus musculus	lncRNA_gene	MGI	
Igkv3-3	immunoglobulin kappa variable 3-3	Mus musculus	gene_segment	MGI	
Krt25	keratin 25	Mus musculus	protein_coding_gene	MGI	4631426H08Rik|mIRSa1
Igkv8-18	immunoglobulin kappa variable 8-18	Mus musculus	gene_segment	MGI	
Igkv8-19	immunoglobulin kappa variable 8-19	Mus musculus	gene_segment	MGI	
Igkv8-16	immunoglobulin kappa variable 8-16	Mus musculus	gene_segment	MGI	
Rasal1	RAS protein activator like 1 (GAP1 like)	Mus musculus	protein_coding_gene	MGI	MRASAL
Bcl2l10	Bcl2-like 10	Mus musculus	protein_coding_gene	MGI	Boo|Diva
Igkv8-21	immunoglobulin kappa variable 8-21	Mus musculus	gene_segment	MGI	
Pcdhb5	protocadherin beta 5	Mus musculus	protein_coding_gene	MGI	PcdhbE|Pcdhb4A
Pcdhb4	protocadherin beta 4	Mus musculus	protein_coding_gene	MGI	PcdhbD|Pcdhb5A
Pcdhb3	protocadherin beta 3	Mus musculus	protein_coding_gene	MGI	PcdhbC
Pcdhb2	protocadherin beta 2	Mus musculus	protein_coding_gene	MGI	PcdhbB
Glp2r	glucagon-like peptide 2 receptor	Mus musculus	protein_coding_gene	MGI	9530092J08Rik|GLP-2
Pcdhb1	protocadherin beta 1	Mus musculus	protein_coding_gene	MGI	PcdhbA
Clec2g	C-type lectin domain family 2, member g	Mus musculus	protein_coding_gene	MGI	4632413B12Rik|Ocilrp1
Arrdc2	arrestin domain containing 2	Mus musculus	protein_coding_gene	MGI	4632416I05Rik
Kansl3	KAT8 regulatory NSL complex subunit 3	Mus musculus	protein_coding_gene	MGI	4632411B12Rik
Pgrmc2	progesterone receptor membrane component 2	Mus musculus	protein_coding_gene	MGI	4631434O19Rik|5730409G06Rik|DG6
Arhgef26	Rho guanine nucleotide exchange factor (GEF) 26	Mus musculus	protein_coding_gene	MGI	8430436L14Rik|4631416L12Rik
Pwwp2a	PWWP domain containing 2A	Mus musculus	protein_coding_gene	MGI	4631424J17Rik|D930040F23Rik
Lin7c	lin-7 homolog C, crumbs cell polarity complex component	Mus musculus	protein_coding_gene	MGI	9130007B12Rik|D2Ertd520e|LIN-7C|LIN-7-C|MALS-3|Veli3
Lgmn	legumain	Mus musculus	protein_coding_gene	MGI	AEP|preprolegumain|Prsc1
Igkv6-20	immunoglobulin kappa variable 6-20	Mus musculus	gene_segment	MGI	
Gm9734	predicted gene 9734	Mus musculus	ncRNA_gene	MGI	
Igkv6-17	Immunoglobulin kappa chain variable 6-17	Mus musculus	protein_coding_gene	MGI	Igk-V19-17
Masp2	mannan-binding lectin serine peptidase 2	Mus musculus	protein_coding_gene	MGI	MAp19|MASP-2
Igkv6-15	immunoglobulin kappa variable 6-15	Mus musculus	gene_segment	MGI	
Igkv6-14	immunoglobulin kappa variable 6-14	Mus musculus	gene_segment	MGI	
Gm11707	predicted gene 11707	Mus musculus	lncRNA_gene	MGI	
Cep192	centrosomal protein 192	Mus musculus	protein_coding_gene	MGI	4631422C13Rik|D430014P18Rik
4631422I05Rik	RIKEN cDNA 4631422I05 gene	Mus musculus	lncRNA_gene	MGI	
Ankib1	ankyrin repeat and IBR domain containing 1	Mus musculus	protein_coding_gene	MGI	2310061P20Rik|4631416I11Rik
Zdhhc1	zinc finger, DHHC domain containing 1	Mus musculus	protein_coding_gene	MGI	4432412D04Rik
Rell2	RELT-like 2	Mus musculus	protein_coding_gene	MGI	4631403P03Rik|ependolin
Igkv6-13	immunoglobulin kappa variable 6-13	Mus musculus	gene_segment	MGI	kappa-tnp V-J
Cdk5r2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	Mus musculus	protein_coding_gene	MGI	B230310J22Rik|p39
Crebzf	CREB/ATF bZIP transcription factor	Mus musculus	protein_coding_gene	MGI	1110034C16Rik|6330417B10Rik|LAZip|LAZipII|Zf
Atp9a	ATPase, class II, type 9A	Mus musculus	protein_coding_gene	MGI	Class II|IIa
Csrp3	cysteine and glycine-rich protein 3	Mus musculus	protein_coding_gene	MGI	CRP3|MLP|muscle LIM protein
Slc25a14	solute carrier family 25 (mitochondrial carrier, brain), member 14	Mus musculus	protein_coding_gene	MGI	BMCP1|UCP5|UCP5L|UCP5S
Igkv3-10	immunoglobulin kappa variable 3-10	Mus musculus	gene_segment	MGI	V-kappa-21B
Gm11683	predicted gene 11683	Mus musculus	lncRNA_gene	MGI	
Gm13395	predicted gene 13395	Mus musculus	gene	MGI	
Stk35os1	serine/threonine kinase 35, opposite strand 1	Mus musculus	lncRNA_gene	MGI	4932416H05Rik
F930015N05Rik	RIKEN cDNA F930015N05 gene	Mus musculus	lncRNA_gene	MGI	
Kynu	kynureninase	Mus musculus	protein_coding_gene	MGI	4432411A05Rik|L-kynurenine hydrolase
Klhl30	kelch-like 30	Mus musculus	protein_coding_gene	MGI	4631423F02Rik
Spata6l	spermatogenesis associated 6 like	Mus musculus	protein_coding_gene	MGI	4430402I18Rik
Dennd1c	DENN domain containing 1C	Mus musculus	protein_coding_gene	MGI	4432409M07Rik
Rasl12	RAS-like, family 12	Mus musculus	protein_coding_gene	MGI	4631404I11Rik
4631402F24Rik	RIKEN cDNA 4631402F24 gene	Mus musculus	lncRNA_gene	MGI	
Osmr	oncostatin M receptor	Mus musculus	protein_coding_gene	MGI	OSMRB
Qsox1	quiescin Q6 sulfhydryl oxidase 1	Mus musculus	protein_coding_gene	MGI	1300003H02Rik|b2b2673Clo|Qscn6|QSOX
Igkv3-12	immunoglobulin kappa variable 3-12	Mus musculus	gene_segment	MGI	
Tmem243	transmembrane protein 243, mitochondrial	Mus musculus	protein_coding_gene	MGI	E030031F02Rik|4930420K17Rik
Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	Mus musculus	protein_coding_gene	MGI	Acyl-CoA oxidase|AOX|D130055E20Rik
Trp63	transformation related protein 63	Mus musculus	protein_coding_gene	MGI	deltaNp63|KET protein|p51/p63|p63|p73L|TAp63|Trp53rp1
Gm11337	predicted gene 11337	Mus musculus	lncRNA_gene	MGI	
Prdm5	PR domain containing 5	Mus musculus	protein_coding_gene	MGI	4432417F03Rik|6530401I24Rik|E130112L17Rik|PFM2
Zmynd8	zinc finger, MYND-type containing 8	Mus musculus	protein_coding_gene	MGI	1110013E22Rik|2010005I16Rik|3632413B07Rik|Prkcbp1|RACK7
Cwf19l2	CWF19-like 2, cell cycle control (S. pombe)	Mus musculus	protein_coding_gene	MGI	3230401L03Rik
Zbtb9	zinc finger and BTB domain containing 9	Mus musculus	protein_coding_gene	MGI	3930402F13Rik
Atp10a	ATPase, class V, type 10A	Mus musculus	protein_coding_gene	MGI	Atp10c|pfatp
Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7	Mus musculus	protein_coding_gene	MGI	ERG27
Arg2	arginase type II	Mus musculus	protein_coding_gene	MGI	AII
Rab33b	RAB33B, member RAS oncogene family	Mus musculus	protein_coding_gene	MGI	
Raet1e	retinoic acid early transcript 1E	Mus musculus	protein_coding_gene	MGI	Rae-1 epsilon
Gm4610	predicted gene 4610	Mus musculus	lncRNA_gene	MGI	Gm42835
Gcnt7	glucosaminyl (N-acetyl) transferase family member 7	Mus musculus	protein_coding_gene	MGI	A330041C17Rik
Nolc1	nucleolar and coiled-body phosphoprotein 1	Mus musculus	protein_coding_gene	MGI	3230402K17Rik|NOPP140|P130
Prpf3	pre-mRNA processing factor 3	Mus musculus	protein_coding_gene	MGI	3632413F13Rik
6330419E04Rik	RIKEN cDNA 6330419E04 gene	Mus musculus	lncRNA_gene	MGI	
Dclk2	doublecortin-like kinase 2	Mus musculus	protein_coding_gene	MGI	6330415M09Rik|Click-II|Dcamkl2
6330417A16Rik	RIKEN cDNA 6330417A16 gene	Mus musculus	lncRNA_gene	MGI	
Gm4598	predicted gene 4598	Mus musculus	lncRNA_gene	MGI	
Gm3831	predicted gene 3831	Mus musculus	protein_coding_gene	MGI	
Cntnap4	contactin associated protein-like 4	Mus musculus	protein_coding_gene	MGI	Caspr4|E130114F09Rik
Hacd2	3-hydroxyacyl-CoA dehydratase 2	Mus musculus	protein_coding_gene	MGI	6330408J20Rik|Ptplb
Dock4	dedicator of cytokinesis 4	Mus musculus	protein_coding_gene	MGI	6330411N01Rik|EST N28122
6330415B21Rik	RIKEN cDNA 6330415B21 gene	Mus musculus	lncRNA_gene	MGI	
6330403K07Rik	RIKEN cDNA 6330403K07 gene	Mus musculus	protein_coding_gene	MGI	
Kdsr	3-ketodihydrosphingosine reductase	Mus musculus	protein_coding_gene	MGI	6330410P18Rik|9430079B08Rik|Fvt1
Adm2	adrenomedullin 2	Mus musculus	protein_coding_gene	MGI	IMD|intermedin
Gm4593	predicted gene 4593	Mus musculus	protein_coding_gene	MGI	
Gm4583	predicted gene 4583	Mus musculus	protein_coding_gene	MGI	
Arfgap1	ADP-ribosylation factor GTPase activating protein 1	Mus musculus	protein_coding_gene	MGI	ARF1 GAP
Gm4577	predicted gene 4577	Mus musculus	lncRNA_gene	MGI	
Otop2	otopetrin 2	Mus musculus	protein_coding_gene	MGI	
Otop1	otopetrin 1	Mus musculus	protein_coding_gene	MGI	A530025J20Rik|tlt
Gldn	gliomedin	Mus musculus	protein_coding_gene	MGI	CRG-L2|Crlg2
Fhip1b	FHF complex subunit HOOK interacting protein 1B	Mus musculus	protein_coding_gene	MGI	4632419K20Rik|6530415H11Rik|Fam160a2
4632404M16Rik	RIKEN cDNA 4632404M16 gene	Mus musculus	lncRNA_gene	MGI	
Meak7	MTOR associated protein, eak-7 homolog	Mus musculus	protein_coding_gene	MGI	4632415K11Rik|Tldc1
Crtc2	CREB regulated transcription coactivator 2	Mus musculus	protein_coding_gene	MGI	4632407F12Rik
Tmem102	transmembrane protein 102	Mus musculus	protein_coding_gene	MGI	Cbap|Tmem102-ps
Ahcyl2	S-adenosylhomocysteine hydrolase-like 2	Mus musculus	protein_coding_gene	MGI	4631427C17Rik
Mpig6b	megakaryocyte and platelet inhibitory receptor G6b	Mus musculus	protein_coding_gene	MGI	AU023871|G6b
Rps6	ribosomal protein S6	Mus musculus	protein_coding_gene	MGI	S6R
Rps4x	ribosomal protein S4, X-linked	Mus musculus	protein_coding_gene	MGI	Rps4|Rps4-1
Spred3	sprouty-related EVH1 domain containing 3	Mus musculus	protein_coding_gene	MGI	D130060H24Rik|Spred-3
AV356131	expressed sequence AV356131	Mus musculus	lncRNA_gene	MGI	
Rps24	ribosomal protein S24	Mus musculus	protein_coding_gene	MGI	MRP S24
Rps18	ribosomal protein S18	Mus musculus	protein_coding_gene	MGI	H-2Ke3|H2-Ke3
4933405O20Rik	RIKEN cDNA 4933405O20 gene	Mus musculus	protein_coding_gene	MGI	
Fam131b	family with sequence similarity 131, member B	Mus musculus	protein_coding_gene	MGI	6330503C03Rik|6530406I18Rik
C2cd3	C2 calcium-dependent domain containing 3	Mus musculus	protein_coding_gene	MGI	
Ctcfl	CCCTC-binding factor (zinc finger protein)-like	Mus musculus	protein_coding_gene	MGI	Boris|OTTMUSG00000016680
A730082K24Rik	RIKEN cDNA A730082K24 gene	Mus musculus	lncRNA_gene	MGI	
Gm3727	predicted gene 3727	Mus musculus	protein_coding_gene	MGI	
Gm3728	predicted gene 3728	Mus musculus	lncRNA_gene	MGI	
Gba2	glucosidase beta 2	Mus musculus	protein_coding_gene	MGI	bile acid
Foxi3	forkhead box I3	Mus musculus	protein_coding_gene	MGI	
Mmp19	matrix metallopeptidase 19	Mus musculus	protein_coding_gene	MGI	
6330525I24Rik	RIKEN cDNA 6330525I24 gene	Mus musculus	lncRNA_gene	MGI	
Gm10491	predicted gene 10491	Mus musculus	protein_coding_gene	MGI	
Gm10490	predicted gene 10490	Mus musculus	protein_coding_gene	MGI	
Znhit3	zinc finger, HIT type 3	Mus musculus	protein_coding_gene	MGI	Trip3
Rps16	ribosomal protein S16	Mus musculus	protein_coding_gene	MGI	
Rps15	ribosomal protein S15	Mus musculus	protein_coding_gene	MGI	insulinoma|rat insulinoma gene|rig
Ano1	anoctamin 1, calcium activated chloride channel	Mus musculus	protein_coding_gene	MGI	Tmem16a
Gm10433	predicted gene 10433	Mus musculus	lncRNA_gene	MGI	
Gm10432	predicted gene 10432	Mus musculus	lncRNA_gene	MGI	
Gm10431	predicted gene 10431	Mus musculus	protein_coding_gene	MGI	
Btbd35f4	BTB domain containing 35, family member 4	Mus musculus	protein_coding_gene	MGI	Gm3750
Rps14	ribosomal protein S14	Mus musculus	protein_coding_gene	MGI	2600014J02Rik
Rps12	ribosomal protein S12	Mus musculus	protein_coding_gene	MGI	
AU020206	expressed sequence AU020206	Mus musculus	lncRNA_gene	MGI	
Or4x11	olfactory receptor family 4 subfamily X member 11	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51469027-51469956|MOR228-2|Olfr1265
Or4c3	olfactory receptor family 4 subfamily C member 3	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51454183-51453257|MOR236-1|Olfr1264
Or4c52	olfactory receptor family 4 subfamily C member 52	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51447049-51447969|MOR234-2|Olfr1263
Or4c127	olfactory receptor family 4 subfamily C member 127	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51434523-51435437|MOR234-1|Olfr1262
Or4c126	olfactory receptor family 4 subfamily C member 126	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51425355-51426275|MOR234-3|Olfr1261
Or4c35	olfactory receptor family 4 subfamily C member 35	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51409740-51410672|MOR232-2|Olfr1260
Or4c12	olfactory receptor family 4 subfamily C member 12	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51376062-51375133|MOR232-9|Olfr1259
Or4c10	olfactory receptor family 4 subfamily C member 10	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51361752-51362687|MOR232-3|Olfr1258
Or4c10b	olfactory receptor family 4 subfamily C member 10B	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51319458-51320387|MOR232-1|Olfr1257
Or4a47	olfactory receptor family 4 subfamily A member 47	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51276848-51275928|MOR231-1|Olfr1256
Pex14	peroxisomal biogenesis factor 14	Mus musculus	protein_coding_gene	MGI	Pex14p
Zfp280b	zinc finger protein 280B	Mus musculus	protein_coding_gene	MGI	D10Jhu82e|Suhw2
AU018091	expressed sequence AU018091	Mus musculus	protein_coding_gene	MGI	
Acp7	acid phosphatase 7, tartrate resistant	Mus musculus	protein_coding_gene	MGI	C330005M16Rik|Papl
Or4c12b	olfactory receptor family 4 subfamily C member 12B	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51257221-51258135|MOR232-4|Olfr1255
Or4a81	olfactory receptor family 4 subfamily A member 81	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51230155-51229211|MOR231-13|Olfr1254
Or4a79	olfactory receptor family 4 subfamily A member 79	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51162884-51161940|MOR231-22_p|Olfr1252
Or4a78	olfactory receptor family 4 subfamily A member 78	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51109312-51108356|MOR231-15P|MOR231-24_p|Olfr1251
Or4a77	olfactory receptor family 4 subfamily A member 77	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51098877-51097933|MOR231-7|Olfr1250
Or4a76	olfactory receptor family 4 subfamily A member 76	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51072323-51071367|MOR231-16P|MOR231-17P|MOR231-25_p|Olfr1541-ps1|Olfr1249
Or4a75	olfactory receptor family 4 subfamily A member 75	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51059648-51058725|MOR231-10|Olfr1248
Or4a74	olfactory receptor family 4 subfamily A member 74	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51051555-51050611|MOR231-6|Olfr1247
Or4a73	olfactory receptor family 4 subfamily A member 73	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51034790-51033846|MOR231-9|Olfr1246
Psip1	PC4 and SFRS1 interacting protein 1	Mus musculus	protein_coding_gene	MGI	Psip2
Zfp279	zinc finger protein 279	Mus musculus	gene	MGI	
Gm10650	predicted gene 10650	Mus musculus	protein_coding_gene	MGI	
Gpr85	G protein-coupled receptor 85	Mus musculus	protein_coding_gene	MGI	2900026B03Rik
Gm10649	predicted gene 10649	Mus musculus	lncRNA_gene	MGI	
Or4a72	olfactory receptor family 4 subfamily A member 72	Mus musculus	protein_coding_gene	MGI	GA_x6K02T2Q125-51020951-51020028|MOR231-12|Olfr1245
Gm10125	predicted gene 10125	Mus musculus	lncRNA_gene	MGI	Zeb1os
